               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  65,            0.016488,           0.0073172,           0.0011776,             0.98547,             0.97434,              0.9882,              0.8875,           0.0093706,           0.0037235,          0.00051729,            0.007888,            0.007888,            0.007888
                  66,            0.016412,           0.0069537,           0.0010419,             0.99247,             0.97334,             0.98607,             0.87685,            0.009171,           0.0036193,            0.000545,            0.007855,            0.007855,            0.007855
                  67,            0.016317,           0.0070849,          0.00096516,             0.99063,             0.97485,             0.98798,              0.8773,           0.0094827,           0.0037701,          0.00047391,            0.007822,            0.007822,            0.007822
                  68,            0.016153,           0.0068446,           0.0010573,             0.99408,             0.97357,              0.9866,             0.87886,           0.0092015,           0.0036479,           0.0004789,            0.007789,            0.007789,            0.007789
                  69,             0.01597,           0.0069483,          0.00099452,             0.99205,             0.98009,             0.98603,             0.88402,           0.0092532,           0.0036951,          0.00045444,            0.007756,            0.007756,            0.007756
                  70,            0.015923,           0.0070078,          0.00097378,              0.9898,             0.97659,             0.98648,             0.88371,           0.0092081,             0.00361,           0.0005317,            0.007723,            0.007723,            0.007723
                  71,            0.016225,           0.0070055,           0.0010217,             0.98412,             0.97647,             0.98867,             0.88336,           0.0091387,           0.0035616,          0.00048709,             0.00769,             0.00769,             0.00769
                  72,             0.01574,           0.0070884,          0.00090785,                0.99,             0.97385,             0.98575,             0.88767,           0.0089889,           0.0035205,          0.00066276,            0.007657,            0.007657,            0.007657
                  73,            0.015764,           0.0068356,          0.00091437,              0.9897,             0.98139,             0.98877,             0.88785,           0.0088413,           0.0034381,          0.00051883,            0.007624,            0.007624,            0.007624
                  74,            0.015929,           0.0068708,          0.00099224,             0.98671,             0.98046,             0.98866,             0.89099,           0.0087897,           0.0035564,           0.0004897,            0.007591,            0.007591,            0.007591
                  75,            0.015746,           0.0068989,           0.0010108,             0.98898,             0.97472,             0.98561,             0.89055,           0.0087045,           0.0034654,           0.0005849,            0.007558,            0.007558,            0.007558
                  76,            0.015628,            0.006996,           0.0010423,             0.98961,              0.9899,             0.99174,              0.8872,           0.0086708,           0.0034333,          0.00045245,            0.007525,            0.007525,            0.007525
                  77,            0.015448,           0.0068809,           0.0010221,             0.98955,             0.97722,             0.98764,             0.89056,           0.0087066,           0.0034428,          0.00052913,            0.007492,            0.007492,            0.007492
                  78,            0.015592,           0.0068905,          0.00087432,             0.99161,             0.97696,              0.9859,             0.89765,           0.0083887,            0.003392,          0.00047527,            0.007459,            0.007459,            0.007459
                  79,            0.015097,           0.0066942,           0.0010039,             0.98849,              0.9857,             0.98897,             0.89227,           0.0086913,           0.0032921,          0.00043032,            0.007426,            0.007426,            0.007426
                  80,            0.015481,           0.0066547,          0.00094401,             0.98633,             0.98812,             0.98992,             0.89424,           0.0089489,           0.0034838,          0.00041885,            0.007393,            0.007393,            0.007393
                  81,            0.015467,           0.0068962,          0.00096394,             0.98788,              0.9834,             0.99096,             0.89202,           0.0087824,           0.0034611,          0.00060757,             0.00736,             0.00736,             0.00736
                  82,            0.015281,           0.0067064,          0.00097796,             0.99113,             0.98176,             0.98909,                0.89,           0.0087821,           0.0033796,          0.00046806,            0.007327,            0.007327,            0.007327
                  83,            0.014938,           0.0067565,          0.00087511,             0.98299,             0.98506,             0.98842,             0.89403,           0.0084037,            0.003413,          0.00061476,            0.007294,            0.007294,            0.007294
                  84,            0.015178,           0.0066866,          0.00091583,             0.99811,              0.9752,             0.98588,             0.89767,           0.0081222,            0.003382,          0.00042422,            0.007261,            0.007261,            0.007261
                  85,            0.014903,           0.0066089,          0.00084127,             0.99401,             0.98187,             0.98896,             0.89361,           0.0082653,            0.003343,           0.0004234,            0.007228,            0.007228,            0.007228
                  86,            0.015009,           0.0065713,           0.0010542,              0.9759,             0.98486,             0.98881,             0.89506,           0.0082021,           0.0034045,          0.00045787,            0.007195,            0.007195,            0.007195
                  87,            0.014823,           0.0064721,          0.00098337,             0.98966,             0.98006,             0.98906,             0.89587,           0.0081818,           0.0034474,          0.00044354,            0.007162,            0.007162,            0.007162
                  88,            0.014852,           0.0066411,          0.00094586,             0.98996,             0.98348,             0.98917,             0.89817,           0.0082749,            0.003374,          0.00041745,            0.007129,            0.007129,            0.007129
                  89,            0.015004,           0.0067846,          0.00089485,              0.9874,             0.98445,             0.98982,             0.89794,             0.00815,           0.0032611,          0.00043847,            0.007096,            0.007096,            0.007096
                  90,            0.014763,            0.006435,          0.00082137,              0.9852,             0.98278,             0.98868,             0.89314,           0.0081485,           0.0033145,          0.00041021,            0.007063,            0.007063,            0.007063
                  91,             0.01475,           0.0065735,          0.00089717,             0.99587,             0.97954,              0.9917,             0.90198,           0.0082279,           0.0033367,          0.00042548,             0.00703,             0.00703,             0.00703
                  92,            0.014908,           0.0065874,          0.00085353,             0.99645,             0.97613,             0.98694,             0.89741,           0.0081398,           0.0033109,          0.00041082,            0.006997,            0.006997,            0.006997
                  93,            0.014866,           0.0066566,          0.00090708,             0.98487,             0.98492,              0.9894,             0.89485,           0.0082265,           0.0034246,           0.0004354,            0.006964,            0.006964,            0.006964
